Country,Development,Demography,Health Care,Urbanisation
Ghana,0.11764900000000006,371.39845063811185,54.760000000000005,451.6475039999998
Gibraltar,,,,514.7453440000002
Greece,0.004489000000000008,9.789897281357105,16.000000000000007,3.0485160000000326
Greenland,,,,90.3260160000001
Grenada,0.030976000000000017,100.25846129660576,21.160000000000004,1684.2816
Guadeloupe,,34.2808965366457,,
Guam,,97.410746746746,,305.13102400000014
Guatemala,0.08294400000000009,337.88757650961594,59.29000000000001,689.4825640000001
Guinea,0.22372900000000004,542.1180569850386,64.0,1695.1335839999997
Guyana,0.07236100000000001,188.34460989759503,44.890000000000015,2571.098436
Haiti,0.19009600000000004,292.69535515961945,57.760000000000005,485.49715599999996
Honduras,0.09985600000000004,290.5504352863875,57.760000000000005,408.68665599999974
Hong Kong,0.0,18.095948512049098,,514.7453440000002
Hungary,0.008836000000000016,21.959131756037106,1.690000000000002,35.53352099999998
Iceland,1.0000000000002238e-06,35.912956085852684,26.010000000000005,272.2830009999997
India,0.08526400000000002,175.5927983549017,57.760000000000005,1873.3315239999997
Indonesia,0.05382399999999999,151.7547662894808,50.41000000000001,483.4281689999998
Iran,0.020164000000000005,156.0759669781142,46.24000000000001,5.827396000000007
Iraq,0.0625,401.56894245509926,47.61000000000001,46.771920999999985
Ireland,9.000000000000015e-06,50.625050258773165,30.25000000000001,199.99616399999988
Isle of Man,,,45.100903395400515,611.2761759999999
Israel,0.0010890000000000092,129.17914951417737,27.04000000000001,228.19123599999983
Italy,0.0031360000000000055,7.851395109801416,24.010000000000005,47.25187599999993
Jamaica,0.045369000000000034,118.35895446751533,43.56000000000001,468.2030439999999
Japan,0.000576000000000001,22.725967989897153,26.009999999999998,204.60441600000007
Jordan,0.04665600000000004,305.5928337778883,47.61000000000001,186.78688900000003
Kazakhstan,0.014884,148.579096141775,2.560000000000002,395.37345599999975
Kenya,0.12960000000000008,443.94531237925975,47.61000000000001,2528.2795239999996
Kiribati,0.09985600000000004,312.82789525177395,40.96000000000001,540.7950250000001
Korea,0.0010890000000000092,19.573558369430003,10.239999999999995,17.197609000000046
Korea,0.0010890000000000092,19.573558369430003,10.239999999999995,237.56056900000013
Korea,0.0010890000000000092,19.573558369430003,24.009999999999987,17.197609000000046
Korea,0.0010890000000000092,19.573558369430003,24.009999999999987,237.56056900000013
Korea,0.0010890000000000092,68.31468091678634,10.239999999999995,17.197609000000046
Korea,0.0010890000000000092,68.31468091678634,10.239999999999995,237.56056900000013
Korea,0.0010890000000000092,68.31468091678634,24.009999999999987,17.197609000000046
Korea,0.0010890000000000092,68.31468091678634,24.009999999999987,237.56056900000013
Kuwait,0.01716100000000003,207.1223126498679,39.69000000000001,514.7453440000002
Kyrgyzstan,0.07022500000000001,247.71307135405863,14.440000000000005,1677.8035209999998
Lao PDR,0.11222500000000005,290.27070315227155,46.24000000000001,1789.966864
Latvia,0.007224999999999994,11.104135419868674,6.250000000000004,84.08890000000004
Lebanon,0.04368100000000003,146.20782139033287,29.160000000000004,127.26096099999981
Lesotho,0.17724100000000004,298.3407151624917,,2416.607280999999
Liberia,0.22467600000000004,447.61907033953867,56.250000000000014,684.3979209999997
Libya,0.05336100000000004,212.14726041790823,21.160000000000004,7.784100000000035
Liechtenstein,0.00048400000000000087,,,3965.7246759999994
Lithuania,0.004899999999999993,6.06492990933034,1.0000000000000018,92.79468899999992
Luxembourg,0.0009000000000000016,26.842829240054254,12.250000000000005,186.8415610000003
Macao SAR,,61.65513424481805,,514.7453440000002
Madagascar,0.17472400000000002,452.5728318220772,65.61000000000003,1609.6946409999996
Malawi,0.20611600000000008,540.122968544615,49.000000000000014,3645.140625
Malaysia,0.018225,150.08420693771063,40.96000000000001,1.6281759999999905
Maldives,0.04839999999999999,346.75066850009046,16.000000000000007,1406.550016
Mali,0.262144,619.8228800990211,67.24000000000002,1221.9219359999997
Malta,0.0029160000000000054,18.475777014732937,12.960000000000004,299.2900000000004
Marshall Islands,0.05808100000000005,,31.360000000000007,0.07896099999999534
Martinique,,18.74356167504231,,
Mauritania,0.16974400000000003,428.4056407238449,,558.8496
Mauritius,0.020449000000000037,46.97352033444905,24.010000000000005,1333.6373609999998
Mayotte,,411.3473424417989,,
Mexico,0.029584000000000013,153.99391076847206,46.24000000000001,8.088336000000048
Micronesia,0.10562500000000004,267.3973325844234,26.010000000000005,2982.1428809999993
Moldova,0.051984000000000044,56.28146768458386,6.250000000000004,1202.910489
Monaco,,,30.25,514.7453440000002
Mongolia,0.04161600000000003,224.2446405839224,1.690000000000002,78.62368900000008
Montenegro,0.015129000000000026,27.056755082358134,18.490000000000006,110.2290009999999
Morocco,0.06916900000000006,146.44531710302888,51.84000000000002,220.78988099999984
Mozambique,0.24304900000000004,554.0289567894309,57.760000000000005,1707.6729759999998
Myanmar,0.12602500000000005,161.52937669467158,54.760000000000005,2183.9732889999996
Namibia,0.08643600000000003,378.635613714666,31.360000000000007,744.1984000000001
Nauru,,,10.890000000000004,514.7453440000002
Nepal,0.12960000000000008,264.4798690960377,64.0,3314.5351840000003
Netherlands,2.5000000000000045e-05,8.697880610692335,12.960000000000004,201.01568399999994
New Caledonia,,86.1208823847944,,43.94364099999988
New Zealand,0.00032400000000000457,30.577831629977563,30.25000000000001,85.11907599999998
Nicaragua,0.08294400000000009,234.2260660440601,54.760000000000005,353.0641
Niger,0.31584400000000007,689.9439572241226,64.0,3707.226769
Nigeria,0.16402500000000003,514.4754268158831,,727.2730240000002
North America,,,29.160000000000004,23.63082636731178
North Macedonia,0.03240000000000002,28.40586909947676,15.210000000000003,374.3838009999999
Northern Mariana Islands,,,,204.66163599999993
Norway,0.0002250000000000004,21.243776836398613,19.360000000000003,24.36409599999993
Oman,0.011024999999999997,390.4180648584647,44.890000000000015,52.229529000000056
Pacific island small states,,,,1484.611442703913
Pakistan,0.143641,329.9124703989472,59.29000000000001,1652.097316
Palau,0.015625,,12.250000000000005,6.853924000000048
Palestine,0.062001000000000056,423.0992632777506,,
Panama,0.020736000000000004,143.9566520474817,36.00000000000001,92.2176089999999
Papua New Guinea,0.1568160000000001,333.6295108842281,,4114.324449
Paraguay,0.04622499999999999,226.71590724736674,49.000000000000014,247.3385289999999
Peru,0.03240000000000002,133.07646128835805,44.890000000000015,0.35402499999999865
Philippines,0.05152899999999999,233.73433977158555,53.29000000000001,924.4640250000001
Poland,0.004489000000000008,24.75825080203609,3.2400000000000024,297.70051599999994
Portugal,0.007921000000000015,9.80266282249415,24.010000000000005,146.43420099999997
Puerto Rico,,20.209089504285117,,264.58275599999973
Qatar,0.008281000000000014,410.5394577299226,50.41000000000001,476.2433290000003
Romania,0.015129000000000026,19.2952030988971,4.0000000000000036,543.5425959999997
Russian Federation,0.013224999999999997,32.217682921387535,0.010000000000000285,8.288640999999947
Rwanda,0.16240900000000003,432.82314907971346,,3612.130201
Réunion,,61.943547414446385,,
Saint Kitts and Nevis,0.02624400000000001,,,
Saint Lucia,0.037636000000000024,78.06197883265472,,
Saint Vincent and the Grenadines,0.04452100000000003,86.26365994069782,,
Samoa,0.05382399999999999,331.96685306344943,,3489.1467610000004
San Marino,,,20.250000000000007,396.56739600000003
Sao Tome and Principe,0.10890000000000005,472.55934883755884,29.160000000000004,20.331081000000005
Saudi Arabia,0.006724000000000012,211.89219952212463,31.360000000000007,42.667023999999955
Senegal,0.18062500000000004,501.0068599446437,,907.2143999999998
Serbia,0.019600000000000003,18.42150819562384,6.7600000000000025,450.28839999999997
Seychelles,0.019044000000000033,90.69461539110037,22.09000000000001,425.2256409999998
Sierra Leone,0.2510010000000001,463.5381451030627,,1243.0560489999998
Singapore,1.600000000000003e-05,38.802136328192645,34.81,514.7453440000002
Sint Maarten,,,,514.7453440000002
Slovakia,0.006724000000000012,25.91080689400557,6.250000000000004,556.2993959999995
Slovenia,0.0013690000000000024,9.528820655671018,13.690000000000008,518.5184409999997
Small states,,,,345.497978933705
Solomon Islands,0.145924,423.4188262709779,47.61000000000001,2868.9949689999994
Somalia,,606.5811958275697,54.760000000000005,1045.9402809999997
South Africa,0.05475600000000005,212.75794244785465,,120.05584899999987
South Sudan,0.27667600000000003,475.52263099479035,,3328.9438090000003
Spain,0.0021160000000000037,17.792911869866195,28.090000000000007,9.054081000000002
Sri Lanka,0.02528100000000001,81.3329715748006,22.09000000000001,3461.674896
St. Kitts and Nevis,,,36.00000000000001,2165.5992960000003
St. Lucia,,,49.000000000000014,3437.945956
St. Vincent and the Grenadines,,,32.49000000000001,630.7129959999999
Sudan,0.18576100000000004,438.31795741660176,56.250000000000014,1820.7289
Suriname,0.04622499999999999,149.62336490890232,27.04000000000001,126.60750399999989
Sweden,4.0000000000000074e-06,18.143719368288437,32.49000000000001,102.394161
Switzerland,4.8999999999998535e-05,6.401899582227488,12.960000000000004,12.355225000000004
Syrian Arab Republic,0.1521000000000001,262.84101629023314,46.24000000000001,535.9224999999999
Taiwan,,23.992334866827214,,
Tajikistan,0.08008900000000008,356.36156074585443,12.250000000000005,2517.8316839999998
Tanzania,0.16892100000000002,526.771392160284,57.760000000000005,1895.3832960000002
Thailand,0.030276000000000015,32.55845729096757,38.44000000000001,748.7337689999999
Togo,0.18147600000000003,455.9451289748077,57.760000000000005,1268.0720999999999
Tonga,0.04928399999999999,298.3834025083453,32.49000000000001,2935.5807609999997
Tunisia,0.03999999999999998,102.74371510759322,36.00000000000001,70.00668900000008
Turkey,0.017424000000000002,116.51925795137936,31.360000000000007,4.704560999999987
Turkmenistan,0.05244100000000004,229.01942294825636,0.8100000000000006,661.4669609999997
Turks and Caicos Islands,,,,249.19779600000004
Tuvalu,,,,222.75562499999992
Uganda,0.16892100000000002,623.3523410122472,60.84000000000001,2866.317444
Ukraine,0.035721000000000024,21.306890584627116,0.25,63.3615999999999
United Arab Emirates,0.005329000000000009,414.8242979961773,50.41000000000001,84.82410000000014
United Kingdom,0.00036100000000000064,15.39347762468229,30.25000000000001,37.03939599999998
United States of America,0.00036100000000000064,27.452471951721552,29.160000000000004,24.443136000000028
Uruguay,0.01716100000000003,51.76598931799868,30.25000000000001,324.79248400000023
Uzbekistan,0.05244100000000004,208.52377619202852,18.490000000000006,720.0635559999998
Vanuatu,0.11696400000000005,380.2803438939349,,2707.9534439999998
Venezuela,0.045369000000000034,147.2892940919932,56.250000000000014,118.72281600000002
Vietnam,0.060516000000000056,112.29306685537289,32.49000000000001,1713.3804489999995
Virgin Islands,,30.624102462881698,,338.8912810000002
West Bank and Gaza,,,,1.317903999999991
Western Sahara,,221.81489481629515,,
Yemen,0.22657600000000008,457.7380130475118,57.760000000000005,1654.0489000000002
Zambia,0.12110400000000006,571.137039637387,39.69000000000001,1141.831681
Zimbabwe,0.14137600000000008,494.8222424934682,43.56000000000001,2034.2806089999995
